Unnamed: 0,text,label
254,"Given itv forward entails tx, does any itv contradict few tx?",0
255,"Given xofxc reverse entails se, does each se reverse entail most xofxc?",0
256,"Given jgdbuxui forward entails muuvggkx, does not muuvggkx reverse entail not jgdbuxui?",0
257,"Given ydrb forward entails yopke, does some ydrb forward entail each yopke?",0
258,"Given dz forward entails fgleeank, does few fgleeank reverse entail not dz?",0
259,"Given lib contradicts lib, does few lib forward entail lib?",0
260,"Given wzzui reverse entails dz, does few dz reverse entail wzzui?",0
261,"Given nwlcvil reverse entails gjo, does any nwlcvil reverse entail few gjo?",0
263,"Given gpgtxnjl forward entails kxaj, does each kxaj contradict some gpgtxnjl?",0
265,"Given pou forward entails rtrk, does pou forward entail few rtrk?",0
266,"Given tmshaxq contradicts tmshaxq, does few tmshaxq reverse entail one tmshaxq?",0
267,"Given bnabxlkw forward entails orar, does any orar contradict few bnabxlkw?",0
268,"Given bpxlshnn contradicts bpxlshnn, does each bpxlshnn forward entail most bpxlshnn?",0
269,"Given wzzui reverse entails dz, does any wzzui contradict some dz?",0
270,"Given da forward entails xtzxkryp, does not da reverse entail some xtzxkryp?",0
271,"Given js contradicts js, does few js forward entail js?",0
272,"Given zqdyqqj reverse entails wvqbfg, does one zqdyqqj reverse entail one wvqbfg?",0
273,"Given xar contradicts xar, does each xar forward entail one xar?",0
274,"Given mr contradicts mr, does any mr forward entail each mr?",0
277,"Given fwzm reverse entails esaj, does some fwzm contradict any esaj?",0
278,"Given mr forward entails xzwoh, does few mr forward entail most xzwoh?",0
281,"Given odqbj contradicts odqbj, does each odqbj forward entail some odqbj?",0
283,"Given gnwnygnn forward entails ufyu, does any gnwnygnn reverse entail each ufyu?",0
284,"Given lw contradicts lw, does not lw contradict most lw?",0
285,"Given ufyu reverse entails ovsyol, does few ufyu forward entail each ovsyol?",0
286,"Given ntlxcmsg forward entails ppiwt, does each ppiwt contradict each ntlxcmsg?",0
287,"Given xcr reverse entails itv, does one itv reverse entail xcr?",0
288,"Given debgjtvc contradicts debgjtvc, does any debgjtvc forward entail few debgjtvc?",0
289,"Given gnwnygnn reverse entails csito, does each gnwnygnn contradict one csito?",0
291,"Given da forward entails xtzxkryp, does any xtzxkryp forward entail not da?",0
292,"Given lzai contradicts lzai, does one lzai forward entail lzai?",0
293,"Given kk reverse entails js, does some kk forward entail any js?",0
294,"Given phk forward entails xcrfqbn, does each xcrfqbn contradict most phk?",0
295,"Given yxfdjr reverse entails cq, does most yxfdjr contradict one cq?",0
296,"Given eqiyoqia forward entails kga, does few kga forward entail some eqiyoqia?",0
297,"Given jdgfeqrx forward entails zjhwc, does most zjhwc forward entail each jdgfeqrx?",0
298,"Given mhflr reverse entails jwivp, does mhflr forward entail few jwivp?",0
299,"Given vgeuwyk reverse entails dqenp, does not dqenp forward entail vgeuwyk?",0
300,"Given dsnjtgw forward entails ucpbjey, does not dsnjtgw contradict one ucpbjey?",0
302,"Given cjirbchv contradicts cjirbchv, does most cjirbchv reverse entail some cjirbchv?",0
306,"Given ufyu forward entails zmmyov, does few ufyu forward entail some zmmyov?",0
307,"Given xtzxkryp reverse entails kvrzt, does some xtzxkryp reverse entail most kvrzt?",0
308,"Given itv forward entails tx, does few tx forward entail one itv?",0
310,"Given luhjyw contradicts luhjyw, does not luhjyw contradict one luhjyw?",0
311,"Given ufxbkkbb forward entails xscbw, does each xscbw contradict some ufxbkkbb?",0
312,"Given eelow reverse entails cmwufcvo, does any eelow reverse entail some cmwufcvo?",0
313,"Given ddzg forward entails kk, does few kk forward entail some ddzg?",0
314,"Given kdtnyuh contradicts kdtnyuh, does one kdtnyuh contradict not kdtnyuh?",0
315,"Given cmwufcvo contradicts cmwufcvo, does each cmwufcvo forward entail some cmwufcvo?",0
316,"Given ylwv contradicts ylwv, does not ylwv contradict each ylwv?",0
317,"Given xdmipdb reverse entails btsvlq, does most btsvlq contradict some xdmipdb?",0
318,"Given zgolco reverse entails mtpkhd, does one mtpkhd reverse entail not zgolco?",0
319,"Given aiqdkt contradicts aiqdkt, does few aiqdkt reverse entail some aiqdkt?",0
320,"Given kibgshd reverse entails cjpf, does most cjpf reverse entail one kibgshd?",0
323,"Given fd forward entails vgeuwyk, does fd forward entail each vgeuwyk?",0
326,"Given frgb reverse entails cpgynjwp, does most cpgynjwp contradict frgb?",0
328,"Given rhcd reverse entails fwzm, does each fwzm reverse entail rhcd?",0
330,"Given ntlxcmsg reverse entails jj, does some ntlxcmsg contradict any jj?",0
331,"Given jdgfeqrx contradicts jdgfeqrx, does few jdgfeqrx forward entail any jdgfeqrx?",0
333,"Given zgolco reverse entails cv, does each zgolco reverse entail one cv?",0
334,"Given vv reverse entails sntp, does not vv contradict sntp?",0
336,"Given eudadwfr forward entails frj, does each eudadwfr forward entail not frj?",0
338,"Given ppiwt reverse entails ntlxcmsg, does some ppiwt forward entail few ntlxcmsg?",0
339,"Given qxeovdy reverse entails csito, does few csito contradict few qxeovdy?",0
340,"Given nwlcvil reverse entails gjo, does not nwlcvil reverse entail any gjo?",0
341,"Given olph reverse entails ebiwen, does not ebiwen contradict olph?",0
342,"Given vdquesec forward entails vydsmzci, does any vydsmzci forward entail not vdquesec?",0
343,"Given eghnpp reverse entails dqenp, does each eghnpp contradict dqenp?",0
344,"Given eghnpp contradicts eghnpp, does each eghnpp contradict not eghnpp?",0
345,"Given orar reverse entails ejgjmc, does not orar reverse entail most ejgjmc?",0
346,"Given cgjxa forward entails kpbz, does most cgjxa reverse entail each kpbz?",0
347,"Given wbx reverse entails cjpf, does few cjpf reverse entail most wbx?",0
349,"Given hmbcrrex contradicts hmbcrrex, does some hmbcrrex forward entail one hmbcrrex?",0
350,"Given cjpf forward entails yxfdjr, does few yxfdjr forward entail few cjpf?",0
352,"Given yopke reverse entails ydrb, does most ydrb forward entail not yopke?",0
353,"Given hjxlmxm reverse entails er, does one er contradict one hjxlmxm?",0
354,"Given phk contradicts phk, does phk forward entail phk?",0
356,"Given cwohnuwx forward entails qzbvby, does most cwohnuwx forward entail some qzbvby?",0
358,"Given murm contradicts murm, does any murm forward entail murm?",0
359,"Given vv contradicts vv, does one vv forward entail some vv?",0
360,"Given wzp reverse entails alglyz, does few wzp reverse entail one alglyz?",0
361,"Given nwlcvil forward entails vjgumkcn, does few vjgumkcn contradict each nwlcvil?",0
362,"Given ufyu forward entails zmmyov, does some ufyu contradict any zmmyov?",0
365,"Given bvc forward entails nzs, does most bvc forward entail each nzs?",0
366,"Given wc contradicts wc, does any wc reverse entail each wc?",0
368,"Given nwlcvil forward entails vjgumkcn, does some nwlcvil forward entail most vjgumkcn?",0
369,"Given itv forward entails zmmyov, does any zmmyov forward entail most itv?",0
370,"Given hxbfh contradicts hxbfh, does hxbfh forward entail hxbfh?",0
371,"Given vxf contradicts vxf, does one vxf forward entail each vxf?",0
372,"Given cp contradicts cp, does each cp reverse entail few cp?",0
373,"Given yxfdjr reverse entails cq, does each cq reverse entail some yxfdjr?",0
374,"Given eejnumbd forward entails ejgjmc, does some eejnumbd contradict some ejgjmc?",0
376,"Given debgjtvc contradicts debgjtvc, does debgjtvc forward entail most debgjtvc?",0
378,"Given raxzvvq reverse entails hpru, does hpru contradict few raxzvvq?",0
379,"Given djvpkdn forward entails zjhwc, does not djvpkdn forward entail few zjhwc?",0
380,"Given nhfcgxoj forward entails phk, does each nhfcgxoj forward entail any phk?",0
381,"Given djvpkdn reverse entails cq, does one djvpkdn forward entail any cq?",0
382,"Given vgeuwyk reverse entails dqenp, does some vgeuwyk reverse entail most dqenp?",0
383,"Given ylwv contradicts ylwv, does ylwv reverse entail ylwv?",0
384,"Given jwivp forward entails mhflr, does not jwivp forward entail some mhflr?",0
385,"Given vydsmzci reverse entails vdquesec, does some vydsmzci reverse entail not vdquesec?",0
386,"Given lib contradicts lib, does lib reverse entail one lib?",0
387,"Given xcrfqbn reverse entails cjpf, does one xcrfqbn contradict not cjpf?",0
388,"Given yxfdjr reverse entails cjpf, does cjpf contradict each yxfdjr?",0
390,"Given olph reverse entails irzs, does any olph contradict one irzs?",0
391,"Given poucv contradicts poucv, does few poucv forward entail each poucv?",0
393,"Given murm contradicts murm, does not murm contradict one murm?",0
394,"Given ntlxcmsg forward entails ppiwt, does each ntlxcmsg contradict not ppiwt?",0
395,"Given cjpf forward entails xcrfqbn, does each xcrfqbn forward entail not cjpf?",0
396,"Given inp forward entails pocee, does each pocee forward entail not inp?",0
397,"Given cp forward entails gqyhjg, does each gqyhjg contradict cp?",0
398,"Given tglgzoco reverse entails ebiwen, does ebiwen reverse entail most tglgzoco?",0
399,"Given eudadwfr reverse entails agv, does some agv reverse entail most eudadwfr?",0
401,"Given eelow reverse entails cmwufcvo, does eelow contradict most cmwufcvo?",0
402,"Given mgq reverse entails bfv, does bfv reverse entail some mgq?",0
403,"Given mgq reverse entails bfv, does any bfv contradict few mgq?",0
404,"Given fgleeank forward entails olph, does one fgleeank reverse entail few olph?",0
405,"Given zkk contradicts zkk, does one zkk forward entail one zkk?",0
408,"Given aiqdkt forward entails myaixpin, does not myaixpin reverse entail each aiqdkt?",0
